Code,NumberOfHouseholds,HouseholdMedianIncome,HouseholdMeanIncome,NumberOfFamilies,FamilyMedianIncome,FamilyMeanIncome,NonFamilyHousehold,NonFamilyHouseholdMediumIncome,NonFamilyHouseholdMeanIncome
99574,680,90577,108484,548,110227,118153,132,53333,57386
99573,341,63601,97540,246,89500,123397,95,0,30585
99572,85,61875,70340,68,60357,62162,17,0,0
99571,127,104861,91301,62,80833,77535,65,120694,102406
99569,14,18000,23386,5,0,22300,9,15625,18311
99568,161,44750,73270,65,69583,105545,96,43393,50867
99567,3062,110625,125905,2667,120953,131223,395,55602,89777
99566,28,0,56857,14,0,30807,14,0,71057
99565,13,45625,51354,12,43750,50283,1,0,0
99564,16,58750,62800,12,70500,63983,4,42500,50850
99563,140,41667,48493,102,40833,50810,38,0,31503
99561,75,44375,55029,69,45625,56646,6,21250,19700
99559,2322,80698,92720,1571,80742,94618,751,61921,80950
99558,33,46875,50900,19,55625,69479,14,15000,19300
99557,196,56667,81185,147,58250,87444,49,39583,52908
99556,1101,54152,70553,651,73472,88453,450,33627,43256
99555,48,44167,67098,32,51250,69141,16,30625,49531
99554,228,36071,51892,218,35278,47662,10,23750,30740
99553,69,34583,48364,43,36750,57721,26,22500,30935
99552,57,54375,59098,55,54063,57562,2,0,0
99551,106,38750,46329,83,52750,51617,23,4792,10004
99550,68,43750,63204,36,76250,83603,32,34643,40256
99549,22,46250,54955,16,57500,62550,6,20000,31850
99548,20,33333,42315,14,33750,48036,6,26250,27883
99547,9,0,101656,8,0,93800,1,0,0
99546,51,51250,72118,19,63750,76816,32,48750,60406
99540,157,80938,106657,83,156094,151998,74,53667,55803
99519,0,0,0,0,0,0,0,0,0
99518,4172,84045,94295,2369,87417,106317,1803,63378,73882
99517,6892,82619,111971,3866,101591,131065,3026,55395,82685
99516,7117,148108,191131,5602,158955,205106,1515,91917,117927
99515,7624,106755,124110,5397,111288,131463,2227,69427,91008
99513,0,0,0,0,0,0,0,0,0
99510,0,0,0,0,0,0,0,0,0
99508,12815,65430,80703,7732,73171,88692,5083,51678,61314
99507,13485,88485,115895,9166,104351,130234,4319,64023,78815
99506,2133,50685,61437,1647,61656,67956,486,35417,39323
99505,1023,70757,83605,971,71283,85090,52,0,53194
99504,15522,75956,91364,10230,89247,101983,5292,56913,63559
99503,6167,63338,73025,2999,76026,85128,3168,50318,58358
99502,8994,94355,118867,6350,109400,134240,2644,62462,77261
99501,7256,61509,87836,2940,89494,117534,4316,46806,65106
99403,8534,53663,72773,5217,66321,88130,3317,36624,44809
99402,659,54250,84317,446,68750,96065,213,24464,54869
99401,120,68672,79551,55,0,0,65,59875,54731
99371,133,56607,61780,91,61250,67922,42,40833,48469
99363,69,0,31428,51,19271,25647,18,44375,47806
99362,15734,60413,78762,9901,75091,97625,5833,34076,43440
99361,733,68125,86408,518,76250,97821,215,43523,53084
99360,536,81029,108529,429,86080,100360,107,36534,140373
99359,91,43438,62103,60,0,83643,31,16607,20413
99357,1144,53654,67551,1059,46635,65732,85,25694,40664
99356,61,61042,67410,31,62292,70348,30,0,51173
99354,9354,71546,87239,5778,85500,98495,3576,53992,64698
99353,5173,105115,120145,4008,115933,132982,1165,59759,70823
99352,12814,81471,110006,8332,108114,130000,4482,54545,64839
99350,4941,59536,75945,3720,62241,82822,1221,35956,40261
99349,2642,60500,71529,2276,61557,71078,366,26954,54895
99348,479,64243,88958,419,65972,92178,60,36250,35497
99347,1009,56298,62956,697,67566,72950,312,30893,40212
99346,199,63229,53861,120,68750,64856,79,0,34457
99345,80,92500,85340,56,110000,106652,24,25000,27896
99344,5093,53328,69622,4261,56190,72746,832,33846,40424
99343,763,55828,77653,635,56537,80387,128,45846,50859
99341,271,58482,58850,170,58393,64912,101,0,41729
99338,6027,117286,147956,4992,129667,163309,1035,50995,68341
99337,11094,77854,92417,8621,84781,99169,2473,49551,59551
99336,19569,52158,66250,12146,61292,75409,7423,32110,46528
99335,72,51250,61872,50,52083,62974,22,0,52905
99333,25,80804,76368,17,81518,105047,8,0,0
99330,274,65735,70208,236,70972,73136,38,0,0
99329,42,0,49067,29,0,50390,13,43750,46115
99328,1629,65260,90330,1076,91791,117241,553,22337,36093
99326,1520,72959,69936,1230,74464,73869,290,33077,51450
99324,3865,52403,74311,2434,81453,91581,1431,36512,44381
99323,1356,69828,86754,1048,89750,96069,308,37262,49641
99322,226,0,93626,102,72500,92340,124,19066,94683
99321,67,0,0,67,0,0,0,0,0
99320,3511,64547,76319,2455,74894,83320,1056,46474,53665
99301,24402,66678,86197,18800,74485,93218,5602,37451,49800
99224,9314,66936,94741,6002,91484,116659,3312,37452,52296
99223,13950,75933,106385,8825,99954,135527,5125,39153,52676
99218,6490,53125,78905,3711,77976,100584,2779,30604,48042
99217,7111,62906,80628,4618,73067,97112,2493,40282,46057
99216,11013,50586,64639,6439,63783,75187,4574,33036,44794
99212,8786,59643,75877,5268,76936,91315,3518,34886,50706
99208,22139,65647,84713,14866,82478,100911,7273,34415,46366
99207,12623,42913,51883,6565,47300,56721,6058,35846,41592
99206,16205,61615,77040,10777,74146,87884,5428,34668,49105
99205,17926,56467,67105,11184,65574,76501,6742,37745,45296
99204,3716,41678,57309,1441,54426,68387,2275,35910,49429
99203,9183,78655,110984,5980,101351,136671,3203,41645,60755
99202,7852,47102,59135,3952,56277,68384,3900,33021,46397
99201,7360,27398,50463,2036,56739,74346,5324,20116,40195
99185,526,71477,81269,418,83286,92536,108,20833,31623
99181,801,52802,64769,516,60750,73434,285,35417,47939
99180,433,47583,71623,329,53229,83833,104,30000,28920
99179,170,71375,109584,118,95000,138214,52,29853,42612
99176,71,44821,81587,49,65417,97704,22,37292,45695
99174,21,0,62110,15,86875,79360,6,18750,18983
99173,608,43627,48883,417,44141,50415,191,41319,44958
99171,443,57917,63389,297,68750,73973,146,33571,40092
99170,402,54063,67772,259,71250,74011,143,36875,56403
99169,1157,52827,63709,639,68661,76935,518,27763,43926
99167,322,56818,72627,257,58342,82719,65,21336,32091
99166,1300,43730,67777,784,61316,86150,516,18068,37577
99164,0,0,0,0,0,0,0,0,0
99163,12864,33977,59197,5014,75386,97071,7850,20511,33350
99161,603,76625,85815,388,108426,103031,215,37417,53443
99160,71,22639,29454,31,45417,39874,40,0,21378
99159,654,53242,62971,384,57500,73856,270,32404,45140
99158,220,58846,76552,174,69583,86794,46,29318,37448
99157,301,36131,45554,143,59875,65370,158,26364,27618
99156,3694,59333,70745,2683,71109,79387,1011,29659,42122
99155,467,30956,54329,336,41111,58409,131,19148,32298
99154,11,104375,116555,9,165417,139456,2,0,0
99153,251,37098,57206,92,98750,94448,159,27452,35508
99152,55,57188,72031,27,57188,64859,28,53750,76329
99151,83,41058,38695,66,41731,40073,17,0,29812
99150,141,36125,48758,113,36625,54651,28,0,24975
99149,85,37917,45878,59,39792,47527,26,0,42135
99148,947,60195,84955,642,72857,99779,305,26047,51337
99147,87,70208,86292,61,100179,97754,26,65000,59400
99146,22,17292,28827,4,0,0,18,0,0
99144,9,34583,43611,7,0,0,2,0,0
99143,333,33229,51770,230,36250,58209,103,30625,35899
99141,2471,54957,70661,1528,78690,92082,943,23169,32279
99140,214,33958,51806,113,63352,70677,101,27829,30057
99139,561,65673,86531,410,89800,94484,151,37361,52158
99138,409,39107,55014,252,50625,66812,157,21250,30281
99137,178,36250,49487,124,46250,53850,54,31875,39469
99136,12,32500,35342,3,0,0,9,37750,30767
99135,166,60000,61276,106,63125,64822,60,0,53560
99134,260,35333,51850,162,0,64603,98,28500,30768
99133,803,41319,56809,418,56944,79749,385,18580,30005
99131,117,60179,71678,64,82500,99198,53,31573,38445
99130,342,59444,60379,236,72727,71701,106,22708,32308
99129,283,37019,46014,181,48875,48634,102,15833,37901
99128,164,0,94284,117,103875,123449,47,20250,21681
99126,288,62672,55365,205,34564,47030,83,55917,55348
99125,247,44875,57576,164,47333,65402,83,26250,41552
99124,138,46875,58485,79,54271,62461,59,43646,46869
99123,423,54493,65042,292,66667,67504,131,39861,50096
99122,1722,58482,71660,1259,61769,81875,463,32806,40649
99121,112,0,87556,92,0,102088,20,0,20715
99119,556,54565,75806,411,77875,87298,145,29107,34445
99118,363,46563,54078,200,75833,72528,163,21328,30737
99117,230,77643,81859,163,79148,95344,67,37083,44488
99116,775,58819,73573,425,72589,83088,350,48056,59458
99115,506,54722,56698,372,60086,66492,134,25938,27696
99114,5050,51875,68783,3316,68194,84641,1734,25893,34822
99113,264,62308,69427,192,73409,80179,72,38125,40757
99111,1656,55696,70722,956,76818,83928,700,33587,51757
99110,617,55341,67055,475,64973,81106,142,0,13818
99109,2075,50953,67124,1404,67083,80149,671,28708,36226
99105,21,0,51300,11,54375,67455,10,21250,33520
99103,194,80357,88543,142,94167,102243,52,41250,48119
99102,220,73800,73303,112,88571,90475,108,48750,53003
99101,586,58125,81463,386,66250,87451,200,23250,69908
99040,369,34076,49016,208,43250,63629,161,23750,28690
99039,58,55769,61353,42,0,70610,16,33750,35931
99037,5703,67189,90116,3853,90028,107519,1850,41941,48695
99036,709,123664,126624,525,136304,153462,184,47361,50051
99034,72,0,0,13,0,0,59,0,0
99033,355,60368,69408,235,62426,68855,120,37273,66913
99032,313,61484,74951,227,65365,84824,86,32292,41187
99031,503,75653,87337,357,88750,103981,146,41500,46511
99030,409,66375,85410,229,90938,119530,180,35139,41738
99029,494,77500,78112,334,96638,100975,160,35714,30385
99027,2350,63750,91190,1796,74914,105293,554,36000,40737
99026,3241,81701,93457,2515,91175,101363,726,39400,51633
99025,2075,73021,87781,1640,84583,95579,435,46033,55017
99023,199,119107,188933,168,106591,166386,31,164018,311129
99022,3230,76775,80382,2473,86442,89949,757,25885,42506
99021,3441,72160,91986,2662,86477,108156,779,28688,32720
99020,0,0,0,0,0,0,0,0,0
99019,4344,98453,136403,3335,106050,144669,1009,56135,98279
99018,116,50000,53424,71,47321,52097,45,0,54404
99017,61,33750,35015,48,0,32585,13,46250,43985
99016,6549,70635,92482,4335,98051,112114,2214,37500,49564
99013,646,47500,53317,453,57625,59698,193,0,31758
99012,308,59375,77088,229,76375,82407,79,46042,56672
99011,826,60133,63756,800,60479,64727,26,26250,31362
99009,1816,60469,69616,1277,50727,63869,539,42586,49753
99008,191,45208,101223,120,45417,130625,71,0,48931
99006,5063,59400,72853,3515,67334,86084,1548,29962,40028
99005,3290,103420,116173,2873,103930,119696,417,53036,82097
99004,8007,58343,77274,4808,83929,99416,3199,28940,36556
99003,1670,62477,87181,1360,74219,96456,310,36328,41399
99001,1623,54489,62373,1049,57179,65825,574,43261,49370
98953,2211,70689,76772,1517,77292,89705,694,35205,40650
98952,569,47837,55489,473,43036,52619,96,39583,34863
98951,3637,49238,70713,3037,51619,73906,600,22039,33777
98950,9,0,0,0,0,0,9,0,0
98948,3484,53108,59330,2792,56216,62225,692,27292,36095
98947,894,51776,60609,733,49964,62507,161,29375,41894
98946,210,59000,107824,143,115670,118202,67,41125,85675
98944,6751,48041,62062,5245,55895,64838,1506,24161,40274
98943,455,47697,61989,237,61458,69522,218,28790,49993
98942,6936,70660,88152,4950,84411,93877,1986,41218,48032
98941,297,54917,60594,167,67917,77001,130,0,39519
98940,192,0,177552,101,0,0,91,0,0
98939,28,33750,0,28,33750,0,0,0,0
98938,523,60199,79017,497,60710,77855,26,23269,50192
98937,1760,67170,74935,1244,75761,83473,516,40098,51194
98936,1996,78920,89514,1833,78781,89538,163,51607,54424
98935,1102,50956,60067,1010,47589,58696,92,23750,45111
98934,416,51364,65469,250,54444,64255,166,38750,66467
98933,354,63194,81734,281,63558,81568,73,42188,64266
98932,1395,59208,99654,1206,61250,104750,189,28393,45193
98930,4627,52145,63672,3761,51985,63736,866,34750,38497
98929,0,0,0,0,0,0,0,0,0
98926,13851,59415,75795,7468,84440,99680,6383,32461,46409
98925,263,57031,104914,164,116250,135287,99,48750,54599
98923,501,40888,48322,218,64375,66386,283,40691,34407
98922,3242,61071,82658,2059,87614,96615,1183,35302,54492
98921,78,0,0,78,0,0,0,0,0
98908,14444,67016,86599,9799,76832,97941,4645,43230,59642
98903,5711,56754,72665,3976,67807,83758,1735,35969,42801
98902,16484,47283,61669,10374,58358,68869,6110,32485,45072
98901,10648,45062,63586,7613,50124,73028,3035,24181,34682
98862,1264,59349,81201,804,83548,103658,460,34278,41210
98860,105,29583,48171,61,42083,41128,44,18750,36455
98859,60,85500,76452,54,86000,83824,6,0,0
98858,802,62645,72865,532,76500,88567,270,37841,38169
98857,1195,42591,59218,892,51080,67924,303,20871,28790
98856,1141,50625,75287,870,60761,83106,271,24267,42807
98855,2616,38933,50336,1554,56262,66077,1062,21990,26505
98853,7,0,0,7,0,0,0,0,0
98852,7,0,0,7,0,0,0,0,0
98851,1781,47643,62724,1068,60769,69214,713,26509,48727
98850,587,52094,56385,412,57237,63383,175,33053,33862
98849,559,44632,49178,409,50335,54964,150,19554,30979
98848,3439,64893,77930,2838,71636,82835,601,32569,50076
98847,698,52442,71557,522,76484,84828,176,21422,29718
98846,464,66622,82309,352,75192,95225,112,26964,40083
98845,101,46875,58264,86,51071,64656,15,23542,21627
98844,2062,43306,51067,1299,52574,61018,763,26433,33527
98843,807,56168,77485,581,64375,93600,226,25833,32840
98841,3879,48829,62942,2822,50168,67172,1057,20859,34691
98840,1902,50788,59791,1273,55341,66166,629,29618,41479
98837,15238,60793,75311,10267,73104,85067,4971,38447,48252
98836,315,40653,59597,315,40653,59597,0,0,0
98834,86,61111,141817,82,61667,145895,4,0,0
98833,68,69615,68688,68,69615,67584,0,0,0
98832,87,50625,65025,79,51875,68015,8,0,35488
98831,1334,52070,69228,879,56827,78428,455,33589,49785
98830,259,51771,57654,147,59107,66839,112,31136,43545
98829,135,36607,46713,119,41719,47630,16,0,0
98828,777,69362,81403,562,82778,93262,215,39306,50402
98827,184,65110,54224,96,39688,48913,88,66066,60019
98826,3273,61470,82822,2224,83700,99918,1049,34338,43595
98824,142,40313,56762,134,39167,56646,8,0,0
98823,4027,70472,83081,2973,80102,91440,1054,40663,46824
98822,744,47000,66732,476,67273,82265,268,23466,33800
98821,332,112318,133578,332,0,111859,0,0,0
98819,140,28333,40631,74,0,45845,66,26250,33797
98817,88,71279,67372,88,71279,67372,0,0,0
98816,2295,56582,78175,1456,66890,89563,839,40977,57592
98815,2709,61672,81695,1872,73152,94816,837,43059,49243
98814,400,53298,56890,253,54539,52348,147,42361,64707
98813,898,48500,53178,747,46595,52265,151,43194,47121
98812,1771,47717,50029,1264,50461,53488,507,31370,37330
98811,59,89609,93580,27,104276,109467,32,0,0
98802,11530,71093,100063,8565,80578,103715,2965,44478,76466
98801,16754,62595,83854,10906,73209,97898,5848,36519,52587
98686,7393,86543,101021,5323,101181,115025,2070,48793,60616
98685,11502,106059,126213,8394,114979,143058,3108,49082,77542
98684,11566,71667,88526,8033,80236,94319,3533,54679,68035
98683,13361,71835,94251,8130,87780,106449,5231,56330,70510
98682,22017,76299,92051,16017,86293,100713,6000,45993,58799
98675,2127,78047,108464,1782,85179,112882,345,40524,73194
98674,5052,75487,91880,3711,82231,103503,1341,37962,48224
98673,227,31250,45242,126,42857,56415,101,0,29162
98672,2893,68594,94219,1934,80321,105838,959,41595,69060
98671,8423,91505,116115,6246,100347,128098,2177,59029,76063
98670,19,25417,39505,12,0,50917,7,13750,19943
98665,10566,69524,85956,7231,74116,93996,3335,47380,62561
98664,9174,67007,86493,5996,71286,93258,3178,51667,67877
98663,6304,62835,78295,3590,71708,90581,2714,43533,59029
98662,12479,71059,84052,7973,79375,94641,4506,47199,57717
98661,19463,59466,81396,11488,68110,91650,7975,44600,60015
98660,5492,50407,76699,2384,81366,107421,3108,34829,52647
98651,455,107188,127426,335,126902,154876,120,0,49867
98650,482,61964,78860,331,68365,87474,151,47120,59824
98649,315,54087,69473,224,71154,84566,91,16125,29132
98648,1275,63750,75991,843,80972,86812,432,33030,54272
98647,162,0,31720,128,0,37882,34,0,0
98645,679,79821,87842,531,96169,102561,148,29500,35033
98644,278,24821,42985,142,0,67015,136,13468,17895
98643,139,86458,84790,103,79583,94442,36,0,45392
98642,7419,97288,117979,5698,108558,133635,1721,55527,62866
98641,10,0,0,10,0,0,0,0,0
98640,2372,49600,60813,1498,67083,76615,874,23715,33339
98639,370,73145,79664,210,87727,85569,160,72661,70534
98638,607,49929,68821,435,73490,80307,172,33750,39773
98635,715,50134,64477,425,71125,80597,290,41919,40809
98632,20842,51188,70972,12681,70377,87224,8161,27797,40721
98631,1543,46186,54011,749,54536,66695,794,29500,40674
98629,2879,100275,115884,2500,103542,122332,379,47841,61071
98628,127,35125,48643,81,0,59910,46,29167,28804
98626,9991,59058,73049,7006,67464,83820,2985,32270,41903
98625,2736,92770,107179,1896,103409,125926,840,33750,58362
98624,682,51786,76935,491,67950,86453,191,21397,28936
98621,151,61979,83819,97,68750,74680,54,51184,100233
98620,3299,48522,61525,1840,63125,67592,1459,31736,52026
98619,264,48889,67815,201,51250,72758,63,45083,48154
98617,505,57772,74203,228,61000,70138,277,55759,63179
98616,45,64250,70842,44,64500,71691,1,0,0
98614,112,40323,40638,0,0,0,112,40323,40638
98613,154,68500,80553,108,81000,91780,46,45625,50276
98612,1332,56250,71792,956,66714,82133,376,31500,42696
98611,3211,64829,76062,2380,67036,81805,831,36997,49504
98610,1245,58574,67811,972,64048,71899,273,20191,41397
98607,11186,109621,136847,9042,125392,151314,2144,44853,68557
98606,3338,105417,124404,2549,114006,133716,789,67898,87418
98605,472,71458,74311,309,85096,88235,163,42589,47575
98604,12728,86980,102913,10300,93660,107547,2428,49000,71699
98603,451,61875,64984,291,73365,72134,160,53500,50740
98602,76,36250,38493,64,36369,37588,12,0,0
98601,1098,85000,86005,885,89205,93526,213,0,41365
98597,9052,73664,82174,6481,82317,90713,2571,42586,52567
98596,2628,64896,103462,1994,70565,115814,634,34888,50751
98595,1172,53750,65509,757,75931,75853,415,28542,42157
98593,413,46850,57387,348,47206,60759,65,21875,26726
98592,731,68371,71186,555,69238,79134,176,56000,46124
98591,1476,64919,77594,1031,75707,91268,445,34196,41004
98590,244,90898,87894,206,91117,97132,38,22500,27371
98589,2681,70040,82468,1809,83966,94978,872,34286,53236
98588,784,60781,83282,493,87530,101385,291,23384,52612
98587,269,39821,54113,198,58750,61385,71,13942,25304
98586,725,45446,53606,454,61786,67350,271,23295,30063
98585,347,53125,59733,143,92969,103529,204,23818,29033
98584,13761,60388,73690,8977,71919,82451,4784,39580,52010
98583,43,41964,52737,31,40536,54619,12,46429,47875
98582,50,0,70320,21,106042,115924,29,0,37297
98581,268,29960,36821,139,47150,50728,129,19632,21836
98580,4474,80864,101098,3311,85725,113511,1163,43661,54353
98579,4988,77108,81662,3372,81740,88732,1616,43627,61831
98577,2753,59603,69800,1880,70366,79721,873,31313,45118
98576,1947,69033,79671,1323,88640,94318,624,24310,40469
98575,55,63958,60142,42,70278,69736,13,33594,29154
98572,343,63523,66699,230,70303,73179,113,50104,49905
98571,95,0,0,28,0,0,67,0,0
98570,1531,65161,74407,1261,67346,79526,270,33421,39726
98569,3413,47399,55776,2094,56510,65421,1319,28523,39398
98568,1093,60179,68570,762,77625,79559,331,30069,35455
98565,238,58611,74396,192,60208,77559,46,0,33328
98564,1110,45109,62080,652,60608,69994,458,32748,48512
98563,3149,63328,85143,2328,74026,89805,821,38668,69814
98562,49,0,0,0,0,0,49,0,0
98560,51,86467,108757,24,175000,140458,27,86033,78293
98559,0,0,0,0,0,0,0,0,0
98558,0,0,0,0,0,0,0,0,0
98557,1324,57589,64151,893,64347,73700,431,32813,39371
98555,166,56000,63414,66,57357,58642,100,0,0
98552,202,48947,67565,124,59444,94923,78,17500,20132
98550,4914,46622,62110,2880,59167,74654,2034,28804,35810
98548,1045,51198,55473,504,53717,63612,541,39173,47882
98547,751,42532,54591,307,44552,77424,444,26116,36384
98546,1494,75707,87649,876,100417,104337,618,41438,60172
98544,22,0,0,14,0,0,8,0,0
98542,316,53250,61239,308,35795,58160,8,0,0
98541,4048,52029,69078,2750,69805,82629,1298,29947,37234
98538,133,52813,66884,103,59375,71340,30,42083,48573
98537,942,60735,71528,649,74861,82437,293,31219,44467
98536,40,0,0,21,0,0,19,0,0
98535,319,0,47922,188,72838,57155,131,0,14550
98533,229,53894,56782,135,54279,61393,94,39677,50160
98532,9543,66685,77778,6754,79397,88029,2789,30594,48269
98531,10553,45972,61592,6285,62868,74453,4268,27415,39054
98530,211,50417,53023,163,50250,53725,48,0,36113
98528,4805,60415,75485,3263,62215,81557,1542,44334,53479
98527,127,39375,43498,70,45682,58154,57,15625,25498
98526,80,55417,53900,38,55833,56289,42,0,51024
98524,1625,93894,95035,1239,103005,109052,386,0,46712
98520,8644,50022,66121,5345,62222,80434,3299,29132,38092
98516,9771,83249,100842,7225,91934,109951,2546,50625,70503
98513,13461,87145,102753,10006,96667,109341,3455,57207,70950
98512,12370,78845,95878,8331,97921,110866,4039,47094,60414
98506,8443,76835,90434,4728,103267,113839,3715,42282,56049
98503,17131,66021,76987,10371,83068,88027,6760,44527,53870
98502,13914,74031,93287,8515,93501,112429,5399,45219,57416
98501,17697,78324,93545,11072,98298,110860,6625,46641,60659
98499,13123,50037,66847,7984,55396,75504,5139,30063,45537
98498,11400,72711,87719,7004,83376,101640,4396,48343,59174
98467,6113,76904,97330,4377,92418,113304,1736,39849,54399
98466,11924,74179,98706,7552,90170,117085,4372,52470,63397
98465,3217,59163,89448,1606,99650,123324,1611,34940,50119
98447,0,0,0,0,0,0,0,0,0
98446,4116,85875,100046,2645,88231,109417,1471,64514,66786
98445,11546,70241,81364,8383,82170,88309,3163,47571,52599
98444,13011,52589,61694,8092,54057,65452,4919,41542,49336
98443,2124,95851,109301,1469,112132,127639,655,51776,62478
98439,2151,38415,47895,1361,44631,55584,790,33750,30586
98438,3,0,0,3,0,0,0,0,0
98433,4399,44064,52496,4125,44112,53072,274,42067,40216
98430,0,0,0,0,0,0,0,0,0
98424,4221,78243,89058,2701,89871,99757,1520,52963,62706
98422,7905,97106,116313,5812,112757,127779,2093,67945,76635
98421,0,0,0,0,0,0,0,0,0
98418,4047,60649,73252,2342,69713,74570,1705,38242,66261
98416,0,0,0,0,0,0,0,0,0
98409,11116,57922,71478,6429,67535,77267,4687,47572,53759
98408,7980,58961,74807,4841,70931,76721,3139,44067,64165
98407,9533,86594,113185,5853,105094,131542,3680,56446,80157
98406,10004,82732,102646,5379,117588,139139,4625,43617,57160
98405,9882,60255,72268,4938,80745,88328,4944,39605,51936
98404,12534,57813,69682,8609,60711,72186,3925,41671,54079
98403,4197,61863,83587,1543,108854,132030,2654,50385,54572
98402,3737,57083,70235,909,92964,98985,2828,50000,60800
98396,297,82031,104122,217,102188,119259,80,53900,56286
98394,476,106190,137930,378,106667,127929,98,0,176502
98392,1341,69583,83127,772,76635,96907,569,52250,58612
98391,18003,104406,128705,14003,109950,139756,4000,60571,80797
98390,4669,70374,86856,2833,79147,100242,1836,54467,59328
98388,2585,85083,97808,1815,106372,107513,770,48250,63369
98387,16353,80272,93719,12527,86183,101433,3826,45250,55499
98385,157,88625,83869,100,102083,91805,57,50417,69946
98383,9053,88893,112529,6125,113750,128922,2928,61136,69969
98382,13487,56392,76451,8582,73441,91890,4905,33903,45849
98381,110,80952,80384,86,81786,86042,24,32500,60108
98380,1623,95443,99843,1138,96337,105884,485,57938,83684
98377,891,39229,46673,555,45579,56393,336,21019,30319
98376,926,67773,79398,630,76618,95050,296,0,45221
98375,10179,89202,95548,8114,90038,98100,2065,71157,76669
98374,14951,88882,108648,11428,99766,118935,3523,43560,64948
98373,9663,79943,101980,6868,98163,113774,2795,50015,67007
98372,10483,81776,96224,6790,99350,111839,3693,56060,62412
98371,8454,81699,99982,5598,101659,118146,2856,43318,56792
98370,13063,85299,104030,8957,103567,122333,4106,44868,59762
98368,8018,56141,79219,4417,69083,95037,3601,42972,58372
98367,11736,88722,100367,8804,96809,106360,2932,54729,70489
98366,13838,70330,86217,9347,81520,98428,4491,43961,54643
98365,2385,74818,95643,1779,94476,109618,606,41875,53064
98364,40,0,0,20,0,0,20,0,0
98363,5955,60147,70442,3827,70146,80155,2128,30625,45861
98362,10715,53743,69333,6326,70970,85469,4389,30094,43088
98361,381,41763,50044,222,50227,54366,159,29289,32915
98360,4898,89732,103737,3566,93854,108014,1332,71898,77743
98359,1888,82870,98060,1509,91629,103677,379,43942,65348
98358,445,57083,97373,270,100556,129086,175,0,46293
98357,539,48250,60612,367,56477,66024,172,18654,37842
98356,811,42386,48787,554,48409,54791,257,22969,33502
98355,339,0,61407,198,0,76205,141,18563,16991
98354,2902,76582,91661,1801,98438,107613,1101,51715,58631
98353,18,0,0,0,0,0,18,0,0
98351,673,51109,86672,517,60486,103224,156,18917,29656
98350,136,35000,59143,99,36250,66557,37,0,34989
98349,2060,73308,82867,1408,74810,91642,652,58594,57980
98346,3881,95103,110304,2891,101135,124857,990,54324,63694
98345,205,47650,67520,120,0,76681,85,44954,54587
98342,600,72955,90911,385,89688,109589,215,43438,54143
98340,1708,64750,89802,1217,85640,102386,491,53125,54073
98339,1441,53239,63684,896,70104,76024,545,24340,38074
98338,10136,83394,97946,7651,91620,104569,2485,60203,72467
98337,3513,55433,68122,1623,66994,77688,1890,41532,50382
98336,307,64712,61237,234,78333,68521,73,0,37890
98335,10604,109031,139032,7555,129614,161716,3049,51563,82097
98333,1368,125547,158476,1053,142434,180212,315,66250,74450
98332,7088,102352,152914,5217,116172,176204,1871,55017,84728
98331,2395,40513,60315,1408,56923,72067,987,24568,37526
98330,61,0,0,15,0,0,46,0,0
98329,3988,95769,108376,3083,110956,120194,905,46128,63467
98328,3778,90636,103403,2715,98449,102367,1063,59948,94232
98327,3906,93405,113773,2520,96200,128652,1386,90691,84850
98326,360,40753,51316,189,42127,56792,171,26068,39281
98325,557,49313,64118,404,66389,76115,153,35273,32440
98323,272,84038,103976,221,94063,107587,51,58250,63376
98321,5840,102135,118157,4179,108560,130637,1661,61849,75774
98320,625,50711,62430,384,69643,72298,241,27951,44715
98315,1201,66736,65255,1153,68821,66034,48,52778,42554
98314,21,0,0,18,0,0,3,0,0
98312,12593,68195,80927,7537,76523,94163,5056,48168,56992
98311,10436,80439,91433,7466,88204,101461,2970,48542,57414
98310,8785,58636,73139,4892,63560,80578,3893,40621,56645
98305,154,0,47421,92,59583,60499,62,0,27387
98304,436,55556,61261,301,56319,64556,135,11985,35420
98303,803,62440,77502,561,80764,83133,242,50893,64448
98297,40,31875,41785,19,60417,60611,21,0,24752
98296,10043,143106,157711,8243,152825,165734,1800,86071,107125
98295,1012,80121,73253,789,80850,79563,223,43594,46278
98294,2813,69458,79189,1809,71763,80489,1004,50556,62601
98292,8642,84489,109898,6010,100500,128479,2632,38011,62495
98290,13592,104091,120834,9976,122571,136611,3616,46965,66943
98288,100,50625,82660,38,46250,99834,62,39375,60313
98286,98,66667,121474,68,71250,93332,30,0,185267
98284,9565,69994,86469,6339,76123,96359,3226,52684,59951
98283,155,75165,59202,59,71750,72483,96,0,51040
98282,7344,85811,111364,5591,91167,116405,1753,56250,82151
98281,608,52692,93646,321,112656,138239,287,32467,43770
98280,206,62500,81835,121,93472,101150,85,55536,54339
98279,371,54107,79770,239,65125,95342,132,35500,43648
98278,0,0,0,0,0,0,0,0,0
98277,15975,61373,79132,10862,69259,90338,5113,41844,52499
98276,219,73583,76474,182,74333,80584,37,0,20330
98275,8270,102818,135237,5839,133653,154982,2431,64696,77785
98274,6852,79127,101593,5068,87166,112033,1784,45755,59239
98273,11548,64699,77020,7679,78926,88051,3869,38479,49767
98272,9282,95190,111223,7203,100488,117479,2079,62658,79533
98271,10598,83047,101613,7662,92140,109567,2936,59836,72964
98270,18803,84957,95420,13489,96268,104743,5314,51078,63752
