address,city,state,postcode,latitude,longitude,bedroom_number,bathroom_number,square_meter,price,household_number,household_mean_income,families_number,family_mean_income,non_family_number,non_family_mean_income,population,20to24,25to34,35to44,45to54,55to59,60to64,65to74,75to84,median_age
Hubbard Street,Sylmar,CA,91342,34.311035,-118.4271,2,3,91,399000,24833,92356,20255,97385,4578,54344,92764,6264,13856,12455,12095,6280,5676,7368,3048,36.5
Walcott Place,Rancho Cucamonga,CA,91739,34.123573,-117.529434,2,2,90,365000,11421,148191,9535,154502,1886,103172,41427,2334,6957,5735,6414,2859,1987,2799,839,35.1
Ralston Avenue,Sylmar,CA,91342,34.29731,-118.45109,2,1,88,322850,24833,92356,20255,97385,4578,54344,92764,6264,13856,12455,12095,6280,5676,7368,3048,36.5
Astoria Street,Sylmar,CA,91342,34.311584,-118.43964,3,3,144,529900,24833,92356,20255,97385,4578,54344,92764,6264,13856,12455,12095,6280,5676,7368,3048,36.5
Arrow Route,Rancho Cucamonga,CA,91730,34.097702,-117.58374,2,2,90,425000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Sunset Trail Place,Rancho Cucamonga,CA,91730,34.099834,-117.583046,2,2,94,485000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Church Street,Rancho Cucamonga,CA,91730,34.111855,-117.55629,3,3,158,619000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Church Street,Rancho Cucamonga,CA,91730,34.111855,-117.55629,3,3,158,650000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Church Street,Rancho Cucamonga,CA,91730,34.111855,-117.55629,3,3,182,700000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Sparkling Drive,Rancho Cucamonga,CA,91730,34.098854,-117.578514,2,2,123,529000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Addison Street,Sherman Oaks,CA,91423,34.16074,-118.44725,3,2,115,649000,15341,142969,7572,196050,7769,89322,31901,1500,6477,4825,5336,2175,1556,2922,1211,39.3
Church Street,Rancho Cucamonga,CA,91730,34.111855,-117.55629,2,2,101,545000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
None,Rancho Cucamonga,CA,91730,34.08208,-117.56576,3,4,137,640000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Alpine St,Rancho Cucamonga,CA,91730,34.121117,-117.5606,3,3,117,550000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Serento Circle,Thousand Oaks,CA,91360,34.215958,-118.889595,2,1,89,525000,15290,119239,10235,141201,5055,71026,42984,3148,4539,5014,5542,3491,2987,4219,2345,42.9
Greenhaven Avenue,Rancho Cucamonga,CA,91730,34.120182,-117.57523,2,2,77,429900,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Oak Leaf Drive,Thousand Oaks,CA,91360,34.19089,-118.88393,1,1,65,385000,15290,119239,10235,141201,5055,71026,42984,3148,4539,5014,5542,3491,2987,4219,2345,42.9
Spring Desert Place,Rancho Cucamonga,CA,91730,34.1008,-117.584206,2,2,93,472500,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Haywood Place,Rancho Cucamonga,CA,91730,34.113865,-117.57456,3,3,134,609900,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Terra Vista Parkway,Rancho Cucamonga,CA,91730,34.118084,-117.55966,2,2,77,438000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Florida Street,West Covina,CA,91792,34.01409,-117.905556,1,1,66,456000,8832,95642,6735,100262,2097,67311,31649,2158,5353,3823,4077,2475,2059,3167,1181,39.9
Wells Drive,Rancho Cucamonga,CA,91730,34.113125,-117.57438,4,3,142,659000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Pasqual Court,Rancho Cucamonga,CA,91730,34.111576,-117.58943,2,1,87,544000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Woodfern Circle,Thousand Oaks,CA,91360,34.222363,-118.85471,3,2,157,749000,15290,119239,10235,141201,5055,71026,42984,3148,4539,5014,5542,3491,2987,4219,2345,42.9
Church Street,Rancho Cucamonga,CA,91730,34.111855,-117.55629,2,2,121,548000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Spring Desert Place,Rancho Cucamonga,CA,91730,34.1008,-117.584206,2,2,93,475000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Terra Vista Parkway,Rancho Cucamonga,CA,91730,34.118195,-117.55903,2,2,94,525000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Getaway Drive,Rancho Cucamonga,CA,91730,34.080418,-117.563286,4,4,196,770000,24954,92853,17458,100311,7496,69532,69787,4286,12898,8224,9651,4395,3907,4988,1811,34.3
Rocca Drive,Castaic,CA,91384,34.491886,-118.62203,4,4,180,525000,7019,129896,5871,139038,1148,70324,28693,2322,5420,4118,3931,2211,1564,1723,624,35
Knollview Lane,Thousand Oaks,CA,91360,34.191795,-118.892494,4,3,152,749000,15290,119239,10235,141201,5055,71026,42984,3148,4539,5014,5542,3491,2987,4219,2345,42.9
Sequoia Court,Thousand Oaks,CA,91360,34.1902,-118.883766,2,1,78,459000,15290,119239,10235,141201,5055,71026,42984,3148,4539,5014,5542,3491,2987,4219,2345,42.9
Dickens Street,Sherman Oaks,CA,91423,34.149334,-118.44428,3,4,196,999000,15341,142969,7572,196050,7769,89322,31901,1500,6477,4825,5336,2175,1556,2922,1211,39.3
Tuolumne Avenue,Thousand Oaks,CA,91360,34.18811,-118.88872,3,2,135,750000,15290,119239,10235,141201,5055,71026,42984,3148,4539,5014,5542,3491,2987,4219,2345,42.9
Tilden Avenue,Sherman Oaks,CA,91423,34.161533,-118.44783,2,2,98,539000,15341,142969,7572,196050,7769,89322,31901,1500,6477,4825,5336,2175,1556,2922,1211,39.3
Park Granada,Calabasas,CA,91302,34.151756,-118.64264,3,2,120,695000,9949,240688,7567,279858,2382,97944,26241,1792,2195,2909,3823,2258,2201,2897,1189,44.5
Park Granada,Calabasas,CA,91302,34.151756,-118.64264,2,2,93,679000,9949,240688,7567,279858,2382,97944,26241,1792,2195,2909,3823,2258,2201,2897,1189,44.5
Park Granada,Calabasas,CA,91302,34.151756,-118.64264,2,2,93,650000,9949,240688,7567,279858,2382,97944,26241,1792,2195,2909,3823,2258,2201,2897,1189,44.5
West Oxnard Street,Woodland Hills,CA,91367,34.17938,-118.607895,2,2,94,430000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Acadia Place,Upland,CA,91784,34.12468,-117.69066,3,2,179,683796,8904,151773,7370,162186,1534,89814,26330,1544,2549,3011,3997,2102,2363,2949,1699,47.2
Victory Boulevard,Woodland Hills,CA,91367,34.185795,-118.61351,2,2,88,540000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Park Granada,Calabasas,CA,91302,34.151756,-118.64264,2,2,98,625000,9949,240688,7567,279858,2382,97944,26241,1792,2195,2909,3823,2258,2201,2897,1189,44.5
Nevada Avenue,Woodland Hills,CA,91367,34.180008,-118.60866,2,1,75,350000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Nevada Avenue,Woodland Hills,CA,91367,34.180008,-118.60866,1,1,59,320000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Shoup Avenue,Woodland Hills,CA,91367,34.18421,-118.613785,2,3,175,649900,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Randi Avenue,Los Angeles,CA,91367,34.18422,-118.61101,3,3,146,674900,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Randi Avenue,Woodland Hills,CA,91367,34.18422,-118.61101,3,3,146,674900,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Brighton Place,Rancho Cucamonga,CA,91737,34.134445,-117.5952,2,2,85,500000,7795,126912,6478,135664,1317,67243,23790,1410,2752,2899,3657,1638,1964,2080,927,41.5
Lemon Avenue,Rancho Cucamonga,CA,91737,34.138557,-117.57312,1,1,68,350000,7795,126912,6478,135664,1317,67243,23790,1410,2752,2899,3657,1638,1964,2080,927,41.5
Park Granada,Calabasas,CA,91302,34.151756,-118.64264,3,2,123,749000,9949,240688,7567,279858,2382,97944,26241,1792,2195,2909,3823,2258,2201,2897,1189,44.5
Lemon Avenue,Rancho Cucamonga,CA,91737,34.138557,-117.57312,3,2,103,420000,7795,126912,6478,135664,1317,67243,23790,1410,2752,2899,3657,1638,1964,2080,927,41.5
Lemon Avenue,Rancho Cucamonga,CA,91737,34.138557,-117.57312,3,2,103,390000,7795,126912,6478,135664,1317,67243,23790,1410,2752,2899,3657,1638,1964,2080,927,41.5
19th Street,Rancho Cucamonga,CA,91701,34.13386,-117.60871,2,2,86,369900,13347,116194,10582,127126,2765,58138,39019,2671,4409,4541,5401,2808,3292,3968,1956,42.6
19th Street,Rancho Cucamonga,CA,91701,34.13386,-117.60871,2,2,86,399900,13347,116194,10582,127126,2765,58138,39019,2671,4409,4541,5401,2808,3292,3968,1956,42.6
Huntington Drive,Rancho Cucamonga,CA,91701,34.1288,-117.59327,2,3,103,499000,13347,116194,10582,127126,2765,58138,39019,2671,4409,4541,5401,2808,3292,3968,1956,42.6
Lemon Avenue,Rancho Cucamonga,CA,91737,34.138557,-117.57312,1,1,68,310000,7795,126912,6478,135664,1317,67243,23790,1410,2752,2899,3657,1638,1964,2080,927,41.5
Sepulveda Boulevard,North Hills,CA,91343,34.24689,-118.46682,1,1,56,310000,17977,90329,14001,93343,3976,63970,64519,4864,9225,9035,8723,3453,3433,4758,1906,35
West Oxnard Street,Woodland Hills,CA,91367,34.17938,-118.60722,3,3,116,455000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Calvert Street,Woodland Hills,CA,91367,34.18097,-118.60767,2,1,70,369000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Landsburn Circle,Westlake Village,CA,91361,34.148327,-118.8235,3,2,95,695000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Agoura Road,Westlake Village,CA,91361,34.145554,-118.80764,2,2,108,549000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Canterford Circle,Westlake Village,CA,91361,34.15085,-118.82684,2,2,107,765000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Summershore Lane,Westlake Village,CA,91361,34.13723,-118.82142,2,2,102,825000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Agoura Road,Westlake Village,CA,91361,34.1455,-118.80752,2,2,108,549000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Agoura Road,Westlake Village,CA,91361,34.145557,-118.807655,1,1,85,399000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Kirkford Way,Westlake Village,CA,91361,34.14955,-118.825264,2,1,85,525000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Agoura Road,Westlake Village,CA,91361,34.1455,-118.80752,1,1,85,499000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Summershore Lane,Westlake Village,CA,91361,34.13723,-118.82142,2,2,111,799000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Agoura Road,Westlake Village,CA,91361,34.145554,-118.80764,2,2,108,469000,8211,196554,5443,243060,2768,101240,19454,802,1615,1957,3014,1639,1666,2901,1399,51.4
Browning Place,Stevenson Ranch,CA,91381,34.391464,-118.57549,3,3,172,879000,6624,165015,4952,185009,1672,96301,20193,964,2366,2256,4139,1624,1028,1011,687,40.1
Stafford Canyon Road,Stevenson Ranch,CA,91381,34.38905,-118.586876,2,2,105,519000,6624,165015,4952,185009,1672,96301,20193,964,2366,2256,4139,1624,1028,1011,687,40.1
Camino Del Arte Drive,Santa Clarita,CA,91354,34.454258,-118.56138,3,3,187,998000,10357,157798,8444,167203,1913,105176,33461,1878,3366,4942,5434,2541,2254,2101,839,38.7
Teton Trail,Santa Clarita,CA,91354,34.430122,-118.54992,2,3,101,565000,10357,157798,8444,167203,1913,105176,33461,1878,3366,4942,5434,2541,2254,2101,839,38.7
Steinbeck Avenue,Stevenson Ranch,CA,91381,34.38813,-118.579025,2,3,108,610000,6624,165015,4952,185009,1672,96301,20193,964,2366,2256,4139,1624,1028,1011,687,40.1
Hemingway Avenue,Stevenson Ranch,CA,91381,34.38574,-118.5909,2,2,103,618800,6624,165015,4952,185009,1672,96301,20193,964,2366,2256,4139,1624,1028,1011,687,40.1
Apache,Topanga,CA,90290,34.13796,-118.59772,2,2,129,719900,2002,175506,1343,196293,659,121043,5114,157,389,694,971,483,495,487,304,45.7
Julianna Lane,Woodland Hills,CA,91367,34.171192,-118.59798,2,2,85,570000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Owensmouth Avenue,Woodland Hills,CA,91367,34.170834,-118.60023,1,1,56,449000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Vassar Avenue,Canoga Park,CA,91303,34.198547,-118.607544,2,2,90,459000,10326,78055,6712,84628,3614,59709,29965,2319,6663,4327,4205,1727,1048,1491,476,32.3
19th Street,Rancho Cucamonga,CA,91701,34.13386,-117.60871,1,1,63,315000,13347,116194,10582,127126,2765,58138,39019,2671,4409,4541,5401,2808,3292,3968,1956,42.6
19th Street,Rancho Cucamonga,CA,91701,34.13386,-117.60871,2,1,76,340000,13347,116194,10582,127126,2765,58138,39019,2671,4409,4541,5401,2808,3292,3968,1956,42.6
Sepulveda Boulevard,North Hills,CA,91343,34.249172,-118.46677,2,2,84,385000,17977,90329,14001,93343,3976,63970,64519,4864,9225,9035,8723,3453,3433,4758,1906,35
Parthenia Street,Canoga Park,CA,91304,34.227848,-118.58997,1,1,56,309000,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Jardineras Drive,Santa Clarita,CA,91354,34.459713,-118.56255,3,3,162,819000,10357,157798,8444,167203,1913,105176,33461,1878,3366,4942,5434,2541,2254,2101,839,38.7
Leadwell Street,Winnetka,CA,91306,34.203236,-118.571846,3,2,103,465000,14652,94998,11001,99171,3651,61679,49260,3311,7830,6489,7061,3595,2862,3592,1822,37.3
Keswick Street,Winnetka,CA,91306,34.21011,-118.57591,4,4,181,799000,14652,94998,11001,99171,3651,61679,49260,3311,7830,6489,7061,3595,2862,3592,1822,37.3
Corbin Avenue,Reseda,CA,91335,34.203026,-118.561485,1,1,61,315000,24581,88464,18008,93934,6573,61829,78205,5349,11397,10963,11205,5338,4184,6099,2829,37.5
Cantara Street,Winnetka,CA,91306,34.21877,-118.57444,1,1,61,299950,14652,94998,11001,99171,3651,61679,49260,3311,7830,6489,7061,3595,2862,3592,1822,37.3
Avocado Lane,Valencia,CA,91354,34.43442,-118.558334,3,2,123,618000,10357,157798,8444,167203,1913,105176,33461,1878,3366,4942,5434,2541,2254,2101,839,38.7
Rio Lobo Way,Santa Clarita,CA,91354,34.471855,-118.55383,3,3,167,674900,10357,157798,8444,167203,1913,105176,33461,1878,3366,4942,5434,2541,2254,2101,839,38.7
Owensmouth Avenue,Woodland Hills,CA,91367,34.17106,-118.60061,1,1,57,405000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Laurel Canyon Boulevard,San Fernando,CA,91340,34.268677,-118.44379,2,2,78,359900,9015,83239,7367,87859,1648,39603,35918,2337,5343,5232,4659,2232,1962,2629,1138,35.4
Van Nuys Boulevard,Pacoima,CA,91331,34.276974,-118.408,2,2,76,398000,23398,81509,19578,83850,3820,42539,102553,7959,15790,13771,13355,6425,4648,6960,3680,34.3
Owensmouth Avenue,Woodland Hills,CA,91367,34.175865,-118.60017,3,2,111,625000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Canoga Avenue,Woodland Hills,CA,91367,34.170265,-118.59805,1,1,57,429000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Chatsworth Street,Granada Hills,CA,91344,34.264507,-118.50991,2,3,126,559900,17915,126011,13615,139424,4300,77644,54465,3152,6912,6641,7642,4382,3931,5221,2743,42.4
Chatsworth Street,Granada Hills,CA,91344,34.264507,-118.50991,2,3,135,559000,17915,126011,13615,139424,4300,77644,54465,3152,6912,6641,7642,4382,3931,5221,2743,42.4
Owensmouth Avenue,Woodland Hills,CA,91367,34.170654,-118.60123,1,1,57,429000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Terra Bella Street,Pacoima,CA,91331,34.272858,-118.39649,4,3,145,600000,23398,81509,19578,83850,3820,42539,102553,7959,15790,13771,13355,6425,4648,6960,3680,34.3
Van Nuys Boulevard,Pacoima,CA,91331,34.253384,-118.43992,2,1,86,445000,23398,81509,19578,83850,3820,42539,102553,7959,15790,13771,13355,6425,4648,6960,3680,34.3
Leadwell Street,Winnetka,CA,91306,34.203236,-118.571846,2,1,73,489999,14652,94998,11001,99171,3651,61679,49260,3311,7830,6489,7061,3595,2862,3592,1822,37.3
Bryant Street,Canoga Park,CA,91304,34.22699,-118.60005,2,2,82,409000,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Newberry Lane,Claremont,CA,91711,34.121128,-117.73358,3,3,167,689900,12211,135984,8589,159177,3622,76065,36841,3183,3341,4337,4902,2180,2364,4012,2185,41.6
Topanga Canyon Boulevard,Canoga Park,CA,91304,34.20973,-118.60572,2,3,151,579999,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Kingsbury Court,Granada Hills,CA,91344,34.2635,-118.4735,5,3,229,949990,17915,126011,13615,139424,4300,77644,54465,3152,6912,6641,7642,4382,3931,5221,2743,42.4
South Indian Hill Boulevard,Claremont,CA,91711,34.083862,-117.72033,2,2,101,420000,12211,135984,8589,159177,3622,76065,36841,3183,3341,4337,4902,2180,2364,4012,2185,41.6
Glenoaks Boulevard,Pacoima,CA,91331,34.273716,-118.40921,3,2,107,439000,23398,81509,19578,83850,3820,42539,102553,7959,15790,13771,13355,6425,4648,6960,3680,34.3
Van Nuys Boulevard,Pacoima,CA,91331,34.276974,-118.408,1,1,53,259000,23398,81509,19578,83850,3820,42539,102553,7959,15790,13771,13355,6425,4648,6960,3680,34.3
Woodley Avenue,Granada Hills,CA,91344,34.26368,-118.4843,3,2,99,409000,17915,126011,13615,139424,4300,77644,54465,3152,6912,6641,7642,4382,3931,5221,2743,42.4
Burbank Boulevard,Woodland Hills,CA,91367,34.17227,-118.59811,2,2,92,565000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Canoga Avenue,Woodland Hills,CA,91367,34.183853,-118.59625,2,2,98,618888,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Topanga Canyon Boulevard,Canoga Park,CA,91304,34.209415,-118.60511,1,1,65,339000,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Owensmouth Avenue,Woodland Hills,CA,91367,34.175865,-118.60017,2,2,134,629000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Canoga Avenue,Woodland Hills,CA,91367,34.17039,-118.59921,1,1,57,395000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
South Indian Hill Boulevard,Claremont,CA,91711,34.08389,-117.71961,2,2,101,465000,12211,135984,8589,159177,3622,76065,36841,3183,3341,4337,4902,2180,2364,4012,2185,41.6
Burbank Boulevard,Woodland Hills,CA,91367,34.17266,-118.59852,2,2,85,525000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Roscoe Boulevard,Canoga Park,CA,91304,34.220333,-118.60362,2,2,84,379000,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Foster Lane,Chatsworth,CA,91311,34.236443,-118.60666,3,3,208,840000,14281,121182,10392,133096,3889,80466,41188,2275,4715,5831,5760,3265,2943,3885,2137,41.6
Corbin Avenue,Reseda,CA,91335,34.203026,-118.561485,1,1,61,325000,24581,88464,18008,93934,6573,61829,78205,5349,11397,10963,11205,5338,4184,6099,2829,37.5
Canyon Drive,Los Angeles,CA,90028,34.10398,-118.31659,2,2,121,875000,17114,70230,4621,83494,12493,64422,29887,2399,8956,5245,3650,1951,1280,1885,1105,36.1
Bryant Street,Canoga Park,CA,91304,34.22699,-118.60005,2,2,82,360000,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Woodland Hills,Woodland Hills,CA,91367,34.173645,-118.60414,3,3,184,825000,17961,127270,11150,149053,6811,86811,44931,2532,7733,5941,6197,3000,2883,4404,2177,40.2
Runnymede Street,Winnetka,CA,91306,34.206707,-118.57388,2,1,82,399000,14652,94998,11001,99171,3651,61679,49260,3311,7830,6489,7061,3595,2862,3592,1822,37.3
Independence Avenue,Canoga Park,CA,91304,34.229977,-118.59099,1,1,58,274900,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Bonair Place,Los Angeles,CA,90068,34.10628,-118.33685,2,2,113,699000,11723,163696,4115,279485,7608,99179,21127,740,4225,3799,3852,1726,1145,2161,745,43.1
Farralone Avenue,Canoga Park,CA,91303,34.199642,-118.61224,1,1,73,449000,10326,78055,6712,84628,3614,59709,29965,2319,6663,4327,4205,1727,1048,1491,476,32.3
De Soto Avenue,Canoga Park,CA,91304,34.225784,-118.58773,2,2,126,540000,18105,101768,12819,114066,5286,64319,54264,3544,8037,6494,8038,3879,3454,4847,2178,40
Devonshire Street,Northridge,CA,91325,34.25686,-118.52143,2,3,129,659000,12372,102036,7740,115877,4632,70699,35355,3459,5309,4964,4476,2569,2209,3013,1212,37.9
Kinzie Street,Northridge,CA,91325,34.249058,-118.52117,2,2,127,529999,12372,102036,7740,115877,4632,70699,35355,3459,5309,4964,4476,2569,2209,3013,1212,37.9
Vincennes Street,Northridge,CA,91325,34.24145,-118.534744,2,2,113,299000,12372,102036,7740,115877,4632,70699,35355,3459,5309,4964,4476,2569,2209,3013,1212,37.9
